X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,ObjectId
-8817540.7232035,5426207.77355087,80768213,6002149111,2016,2016/12/04 05:00:00+00,706,7,SCARBOROUGH GOLF CLUB RD,KINGSTON RD,15 m South of,Major Arterial,Scarborough,24,43,43.745928,-79.209316,Intersection,At Intersection,Traffic Signal,Clear,Dawn,Dry,Non-Fatal Injury,Angle,Driver,15 to 19,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,<Null>,D43,140,Guildwood (140),392
-8817540.7232035,5426207.77355087,80768214,6002149111,2016,2016/12/04 05:00:00+00,706,7,SCARBOROUGH GOLF CLUB RD,KINGSTON RD,15 m South of,Major Arterial,Scarborough,24,43,43.745928,-79.209316,Intersection,At Intersection,Traffic Signal,Clear,Dawn,Dry,Non-Fatal Injury,Angle,Driver,55 to 59,Minor,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,<Null>,D43,140,Guildwood (140),393
-8817540.7232035,5426207.77355087,80768215,6002149111,2016,2016/12/04 05:00:00+00,706,7,SCARBOROUGH GOLF CLUB RD,KINGSTON RD,15 m South of,Major Arterial,Scarborough,24,43,43.745928,-79.209316,Intersection,At Intersection,Traffic Signal,Clear,Dawn,Dry,Non-Fatal Injury,Angle,Passenger,30 to 34,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,<Null>,D43,140,Guildwood (140),394
-8814618.2526117,5430524.0304642,80768461,6002180149,2016,2016/12/09 05:00:00+00,255,2,KINGSTON RD,OLD KINGSTON RD,<Null>,Major Arterial,Scarborough,25,43,43.773932,-79.183063,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Driver,20 to 24,Major,<Null>,East,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,Yes,<Null>,D43,136,West Hill (136),395
-8846534.88645602,5431578.58685302,80725697,6002274801,2016,2016/12/24 05:00:00+00,356,3,DUFFERIN ST,DOLOMITE DR,<Null>,Major Arterial,North York,6,32,43.780772,-79.469775,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Slush,Non-Fatal Injury,SMV Other,Driver,25 to 29,Major,<Null>,South,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,Yes,<Null>,D32,34,Bathurst Manor (34),396
-8846564.60876006,5432571.42935252,80931233,7000036465,2017,2017/01/07 05:00:00+00,16,0,DUFFERIN ST,STEELES AVE W,<Null>,Major Arterial,North York,6,32,43.787211,-79.470042,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,20 to 24,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,Yes,<Null>,D32,34,Bathurst Manor (34),397
-8846564.60876006,5432571.42935252,80931234,7000036465,2017,2017/01/07 05:00:00+00,16,0,DUFFERIN ST,STEELES AVE W,<Null>,Major Arterial,North York,6,32,43.787211,-79.470042,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,65 to 69,Major,<Null>,North,Pick Up Truck,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,Yes,<Null>,D32,34,Bathurst Manor (34),398
-8846564.60876006,5432571.42935252,80931235,7000036465,2017,2017/01/07 05:00:00+00,16,0,DUFFERIN ST,STEELES AVE W,<Null>,Major Arterial,North York,6,32,43.787211,-79.470042,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,35 to 39,Minimal,<Null>,East,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,Yes,<Null>,D32,34,Bathurst Manor (34),399
-8846856.8224234,5408899.22875553,80681697,7000178684,2017,2017/01/29 05:00:00+00,345,3,F G GARDINER XY  W,SOUTH KINGSWAY RAMP,55 m West of,Major Arterial,Toronto and East York,4,11,43.633498,-79.472667,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Rear End,Driver,40 to 44,Minimal,<Null>,West,Pick Up Truck,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,Yes,<Null>,D11,85,South Parkdale (85),400
-8846856.8224234,5408899.22875553,80681699,7000178684,2017,2017/01/29 05:00:00+00,345,3,F G GARDINER XY  W,SOUTH KINGSWAY RAMP,55 m West of,Major Arterial,Toronto and East York,4,11,43.633498,-79.472667,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Rear End,Driver,20 to 24,Fatal,9,West,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,Yes,<Null>,D11,85,South Parkdale (85),401
-8843108.02725144,5414267.51852809,80783062,7000304579,2017,2017/02/18 05:00:00+00,347,3,DUFFERIN ST,DUPONT ST,<Null>,Major Arterial,Toronto and East York,9,"11,14",43.668391,-79.438991,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,30 to 34,Major,<Null>,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,"Ability Impaired, Alcohol",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,Yes,Yes,<Null>,D14,93,Dovercourt-Wallace Emerson-Junction (93),402
-8843108.02725144,5414267.51852809,80783063,7000304579,2017,2017/02/18 05:00:00+00,347,3,DUFFERIN ST,DUPONT ST,<Null>,Major Arterial,Toronto and East York,9,"11,14",43.668391,-79.438991,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,45 to 49,Minor,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,Yes,Yes,<Null>,D14,93,Dovercourt-Wallace Emerson-Junction (93),403
-8843108.02725144,5414267.51852809,80783064,7000304579,2017,2017/02/18 05:00:00+00,347,3,DUFFERIN ST,DUPONT ST,<Null>,Major Arterial,Toronto and East York,9,"11,14",43.668391,-79.438991,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,50 to 54,Minimal,<Null>,South,Intercity Bus,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,Yes,Yes,<Null>,D14,93,Dovercourt-Wallace Emerson-Junction (93),404
-8843108.02725144,5414267.51852809,80783065,7000304579,2017,2017/02/18 05:00:00+00,347,3,DUFFERIN ST,DUPONT ST,<Null>,Major Arterial,Toronto and East York,9,"11,14",43.668391,-79.438991,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,Yes,Yes,<Null>,D14,93,Dovercourt-Wallace Emerson-Junction (93),405
-8821852.57235988,5424774.19481734,80772188,7000355242,2017,2017/02/26 05:00:00+00,300,3,EGLINTON AVE E,BRIMLEY RD,30 m East of,Major Arterial,Scarborough,"21,20","41,43",43.736624,-79.24805,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,20 to 24,Minimal,<Null>,East,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D41,138,Eglinton East (138),406
-8821852.57235988,5424774.19481734,80772189,7000355242,2017,2017/02/26 05:00:00+00,300,3,EGLINTON AVE E,BRIMLEY RD,30 m East of,Major Arterial,Scarborough,"21,20","41,43",43.736624,-79.24805,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,Major,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D41,138,Eglinton East (138),407
-8821852.57235988,5424774.19481734,80772190,7000355242,2017,2017/02/26 05:00:00+00,300,3,EGLINTON AVE E,BRIMLEY RD,30 m East of,Major Arterial,Scarborough,"21,20","41,43",43.736624,-79.24805,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D41,138,Eglinton East (138),408
-8821852.57235988,5424774.19481734,80772191,7000355242,2017,2017/02/26 05:00:00+00,300,3,EGLINTON AVE E,BRIMLEY RD,30 m East of,Major Arterial,Scarborough,"21,20","41,43",43.736624,-79.24805,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,None,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D41,138,Eglinton East (138),409
-8821852.57235988,5424774.19481734,80772192,7000355242,2017,2017/02/26 05:00:00+00,300,3,EGLINTON AVE E,BRIMLEY RD,30 m East of,Major Arterial,Scarborough,"21,20","41,43",43.736624,-79.24805,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D41,138,Eglinton East (138),410
-8838259.39551045,5418006.68670484,80741181,7000419004,2017,2017/03/08 05:00:00+00,36,0,YONGE ST,MERTON ST,386 m South of,Major Arterial,Toronto and East York,12,53,43.692683,-79.395435,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,30 to 34,Major,<Null>,North,"Automobile, Station Wagon",Going Ahead,Other,"Ability Impaired, Alcohol",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,D53,99,Mount Pleasant East (99),411
-8859317.70358381,5426602.2625047,80885193,7000487672,2017,2017/03/19 04:00:00+00,155,1,2677 KIPLING  AVE,<Null>,6 m East of,Major Arterial,Etobicoke York,1,23,43.748488,-79.584605,Mid-Block,At/Near Private Drive,No Control,Snow,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Driver,30 to 34,Major,<Null>,South,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,"Ability Impaired, Alcohol",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,Yes,<Null>,D23,2,Mount Olive-Silverstone-Jamestown (2),412
-8838794.3969832,5420099.97044975,80776868,7000887166,2017,2017/05/19 04:00:00+00,2356,23,EGLINTON AVE W,DUPLEX AVE,6 m West of,Major Arterial,North York,"8,12",53,43.706278,-79.400241,Intersection,At Intersection,Traffic Controller,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,None,<Null>,South,"Automobile, Station Wagon",Turning Right,Lost control,"Ability Impaired, Alcohol",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,D53,100,Yonge-Eglinton (100),413
-8838794.3969832,5420099.97044975,80776921,7000887166,2017,2017/05/19 04:00:00+00,2356,23,EGLINTON AVE W,DUPLEX AVE,6 m West of,Major Arterial,North York,"8,12",53,43.706278,-79.400241,Intersection,At Intersection,Traffic Controller,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,D53,100,Yonge-Eglinton (100),414
-8838794.3969832,5420099.97044975,80776922,7000887166,2017,2017/05/19 04:00:00+00,2356,23,EGLINTON AVE W,DUPLEX AVE,6 m West of,Major Arterial,North York,"8,12",53,43.706278,-79.400241,Intersection,At Intersection,Traffic Controller,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,D53,100,Yonge-Eglinton (100),415
-8838794.3969832,5420099.97044975,80776923,7000887166,2017,2017/05/19 04:00:00+00,2356,23,EGLINTON AVE W,DUPLEX AVE,6 m West of,Major Arterial,North York,"8,12",53,43.706278,-79.400241,Intersection,At Intersection,Traffic Controller,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Minimal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,D53,100,Yonge-Eglinton (100),416
-8845949.79121241,5413796.76647026,80782301,7001366288,2017,2017/07/30 04:00:00+00,237,2,DUNDAS ST W,KEELE ST,<Null>,Major Arterial,Toronto and East York,4,11,43.665332,-79.464519,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,55 to 59,Minimal,<Null>,North,"Automobile, Station Wagon",Going Ahead,Other,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,Yes,<Null>,D11,90,Junction Area (90),417
-8845949.79121241,5413796.76647026,80782302,7001366288,2017,2017/07/30 04:00:00+00,237,2,DUNDAS ST W,KEELE ST,<Null>,Major Arterial,Toronto and East York,4,11,43.665332,-79.464519,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,Driver,60 to 64,Major,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,Yes,<Null>,D11,90,Junction Area (90),418
-8852165.76025882,5429726.1012964,80927111,7001457563,2017,2017/08/13 04:00:00+00,237,2,JANE ST,SHOREHAM DR,<Null>,Major Arterial,Etobicoke York,7,31,43.768756,-79.520358,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,D31,24,Black Creek (24),419
-8852165.76025882,5429726.1012964,80927112,7001457563,2017,2017/08/13 04:00:00+00,237,2,JANE ST,SHOREHAM DR,<Null>,Major Arterial,Etobicoke York,7,31,43.768756,-79.520358,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Major,<Null>,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,"Ability Impaired, Alcohol",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,D31,24,Black Creek (24),420
-8823855.20999926,5436932.4756019,80932530,7001489490,2017,2017/08/17 04:00:00+00,2245,22,WHITE HEATHER BLVD,LONGSWORD  DR,10 m South of,Collector,Scarborough,23,42,43.815486,-79.26604,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D42,129,Agincourt North (129),421
-8823855.20999926,5436932.4756019,80932531,7001489490,2017,2017/08/17 04:00:00+00,2245,22,WHITE HEATHER BLVD,LONGSWORD  DR,10 m South of,Collector,Scarborough,23,42,43.815486,-79.26604,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D42,129,Agincourt North (129),422
-8824270.5430194,5420828.53530208,80784505,7001762491,2017,2017/09/28 04:00:00+00,1630,16,BIRCHMOUNT RD,ZENITH DR,<Null>,Minor Arterial,Scarborough,20,41,43.711009,-79.269771,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,45 to 49,None,<Null>,South,Delivery Van,Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,D41,120,Clairlea-Birchmount (120),423
-8824270.5430194,5420828.53530208,80784506,7001762491,2017,2017/09/28 04:00:00+00,1630,16,BIRCHMOUNT RD,ZENITH DR,<Null>,Minor Arterial,Scarborough,20,41,43.711009,-79.269771,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Passenger,40 to 44,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,D41,120,Clairlea-Birchmount (120),424
-8829728.09237504,5419070.89934805,3389067,893184,2006,2006/01/01 05:00:00+00,236,2,WOODBINE AVE,O CONNOR DR,<Null>,Major Arterial,Toronto and East York,19,54,43.699595,-79.318797,Intersection,Intersection Related,No Control,Clear,Dark,Wet,Non-Fatal Injury,Approaching,Passenger,50 to 54,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D54,60,Woodbine-Lumsden (60),425
-8829728.09237504,5419070.89934805,3389068,893184,2006,2006/01/01 05:00:00+00,236,2,WOODBINE AVE,O CONNOR DR,<Null>,Major Arterial,Toronto and East York,19,54,43.699595,-79.318797,Intersection,Intersection Related,No Control,Clear,Dark,Wet,Non-Fatal Injury,Approaching,Passenger,15 to 19,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D54,60,Woodbine-Lumsden (60),426
-8829728.09237504,5419070.89934805,3389069,893184,2006,2006/01/01 05:00:00+00,236,2,WOODBINE AVE,O CONNOR DR,<Null>,Major Arterial,Toronto and East York,19,54,43.699595,-79.318797,Intersection,Intersection Related,No Control,Clear,Dark,Wet,Non-Fatal Injury,Approaching,Driver,55 to 59,Minor,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D54,60,Woodbine-Lumsden (60),427
-8829728.09237504,5419070.89934805,3389070,893184,2006,2006/01/01 05:00:00+00,236,2,WOODBINE AVE,O CONNOR DR,<Null>,Major Arterial,Toronto and East York,19,54,43.699595,-79.318797,Intersection,Intersection Related,No Control,Clear,Dark,Wet,Non-Fatal Injury,Approaching,Passenger,20 to 24,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D54,60,Woodbine-Lumsden (60),428
-8829728.09237504,5419070.89934805,3389071,893184,2006,2006/01/01 05:00:00+00,236,2,WOODBINE AVE,O CONNOR DR,<Null>,Major Arterial,Toronto and East York,19,54,43.699595,-79.318797,Intersection,Intersection Related,No Control,Clear,Dark,Wet,Non-Fatal Injury,Approaching,Passenger,15 to 19,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D54,60,Woodbine-Lumsden (60),429
-8829728.09237504,5419070.89934805,3389072,893184,2006,2006/01/01 05:00:00+00,236,2,WOODBINE AVE,O CONNOR DR,<Null>,Major Arterial,Toronto and East York,19,54,43.699595,-79.318797,Intersection,Intersection Related,No Control,Clear,Dark,Wet,Non-Fatal Injury,Approaching,Passenger,20 to 24,Minor,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D54,60,Woodbine-Lumsden (60),430
-8829728.09237504,5419070.89934805,3389073,893184,2006,2006/01/01 05:00:00+00,236,2,WOODBINE AVE,O CONNOR DR,<Null>,Major Arterial,Toronto and East York,19,54,43.699595,-79.318797,Intersection,Intersection Related,No Control,Clear,Dark,Wet,Non-Fatal Injury,Approaching,Vehicle Owner,unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D54,60,Woodbine-Lumsden (60),431
-8829728.09237504,5419070.89934805,3389074,893184,2006,2006/01/01 05:00:00+00,236,2,WOODBINE AVE,O CONNOR DR,<Null>,Major Arterial,Toronto and East York,19,54,43.699595,-79.318797,Intersection,Intersection Related,No Control,Clear,Dark,Wet,Non-Fatal Injury,Approaching,Driver,25 to 29,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D54,60,Woodbine-Lumsden (60),432
-8847838.99429066,5408014.4288031,3385996,891993,2006,2006/03/06 05:00:00+00,2222,22,F G GARDINER XY  W,PARK LAWN RD,<Null>,<Null>,Etobicoke York,3,22,43.627745,-79.48149,Mid-Block,<Null>,No Control,Clear,Dark,Dry,Fatal,Sideswipe,Passenger,15 to 19,Fatal,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,D22,17,Mimico (17),433
-8847838.99429066,5408014.4288031,3385997,891993,2006,2006/03/06 05:00:00+00,2222,22,F G GARDINER XY  W,PARK LAWN RD,<Null>,<Null>,Etobicoke York,3,22,43.627745,-79.48149,Mid-Block,<Null>,No Control,Clear,Dark,Dry,Fatal,Sideswipe,Passenger,20 to 24,Minor,<Null>,<Null>,Other,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,D22,17,Mimico (17),434
