X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,ObjectId
-8841980.13817072,5416213.26093993,80496486,5000471839,2015,2015/03/20 04:00:00+00,2010,20,ST CLAIR AVE W,ARLINGTON AVE,<Null>,Major Arterial,Toronto and East York,12,13,43.681033,-79.428859,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Driver,25 to 29,None,<Null>,East,Street Car,Going Ahead,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D13,94,Wychwood (94),437
-8841980.13817072,5416213.26093993,80496487,5000471839,2015,2015/03/20 04:00:00+00,2010,20,ST CLAIR AVE W,ARLINGTON AVE,<Null>,Major Arterial,Toronto and East York,12,13,43.681033,-79.428859,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,14,South,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing with right of way,Medical or Physical Disability,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D13,94,Wychwood (94),438
-8827357.76645757,5423082.35312021,80510218,5000513349,2015,2015/03/27 04:00:00+00,1950,19,EGLINTON AVE E,PHARMACY AVE,<Null>,Major Arterial,Scarborough,"21,20",41,43.725642,-79.297504,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Other,Driver,55 to 59,None,<Null>,East,Municipal Transit Bus (TTC),Slowing or Stopping,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D41,119,Wexford/Maryvale (119),439
-8827357.76645757,5423082.35312021,80510219,5000513349,2015,2015/03/27 04:00:00+00,1950,19,EGLINTON AVE E,PHARMACY AVE,<Null>,Major Arterial,Scarborough,"21,20",41,43.725642,-79.297504,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Other,Passenger,50 to 54,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D41,119,Wexford/Maryvale (119),440
-8833509.17019932,5413871.86358845,80496556,5000560313,2015,2015/04/04 04:00:00+00,2010,20,BROADVIEW AVE,GERRARD ST E,31 m North of,Minor Arterial,Toronto and East York,14,55,43.66582,-79.352763,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Driver,35 to 39,None,<Null>,North,Street Car,Slowing or Stopping,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D55,68,North Riverdale (68),441
-8833509.17019932,5413871.86358845,80496557,5000560313,2015,2015/04/04 04:00:00+00,2010,20,BROADVIEW AVE,GERRARD ST E,31 m North of,Minor Arterial,Toronto and East York,14,55,43.66582,-79.352763,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,17,Unknown,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Had Been Drinking,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D55,68,North Riverdale (68),442
-8849887.16160177,5422623.47412943,8000330,5000611703,2015,2015/04/13 04:00:00+00,1734,17,WILSON AVE,WILLIAM CRAGG DR,<Null>,Major Arterial,North York,6,31,43.722663,-79.499889,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Fatal,Rear End,Driver,85 to 89,Fatal,18,West,"Automobile, Station Wagon",Going Ahead,Following too Close,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D31,26,Downsview-Roding-CFB (26),443
-8849887.16160177,5422623.47412943,80000107,5000611703,2015,2015/04/13 04:00:00+00,1734,17,WILSON AVE,WILLIAM CRAGG DR,<Null>,Major Arterial,North York,6,31,43.722663,-79.499889,Mid-Block,<Null>,No Control,Clear,Daylight,Dry,Fatal,Rear End,Driver,50 to 54,None,<Null>,West,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D31,26,Downsview-Roding-CFB (26),444
-8838120.02350798,5433780.90195133,80240420,5000926071,2015,2015/06/03 04:00:00+00,51,0,BAYVIEW AVE,BOWAN CRT,<Null>,Major Arterial,North York,"18,17","33,32",43.795054,-79.394183,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,Major,<Null>,North,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Had Been Drinking,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D33,49,Bayview Woods-Steeles (49),445
-8838120.02350798,5433780.90195133,80240421,5000926071,2015,2015/06/03 04:00:00+00,51,0,BAYVIEW AVE,BOWAN CRT,<Null>,Major Arterial,North York,"18,17","33,32",43.795054,-79.394183,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,55 to 59,None,<Null>,West,"Bus (Other) (Go Bus, Gray Coach)",Turning Left,Other,Had Been Drinking,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D33,49,Bayview Woods-Steeles (49),446
-8838120.02350798,5433780.90195133,80240422,5000926071,2015,2015/06/03 04:00:00+00,51,0,BAYVIEW AVE,BOWAN CRT,<Null>,Major Arterial,North York,"18,17","33,32",43.795054,-79.394183,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,30 to 34,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D33,49,Bayview Woods-Steeles (49),447
-8839007.57380807,5422988.38812553,80240865,5000955442,2015,2015/06/07 04:00:00+00,1830,18,YONGE ST,LAWRENCE AVE E,<Null>,Major Arterial,North York,"8,15","53,32",43.725032,-79.402156,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,<Null>,North,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Lost control,Normal,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,103,Lawrence Park South (103),448
-8839007.57380807,5422988.38812553,80240866,5000955442,2015,2015/06/07 04:00:00+00,1830,18,YONGE ST,LAWRENCE AVE E,<Null>,Major Arterial,North York,"8,15","53,32",43.725032,-79.402156,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,<Null>,North,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,103,Lawrence Park South (103),449
-8835705.50375267,5418936.48030552,80241719,5001008776,2015,2015/06/16 04:00:00+00,715,7,BAYVIEW AVE,SUTHERLAND DR,<Null>,Major Arterial,North York,15,53,43.698722,-79.372493,Intersection,At Intersection,Stop Sign,Rain,Dawn,Wet,Non-Fatal Injury,Turning Movement,Driver,30 to 34,None,<Null>,North,Municipal Transit Bus (TTC),Going Ahead,Speed too Fast For Condition,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D53,56,Leaside-Bennington (56),450
-8835705.50375267,5418936.48030552,80241720,5001008776,2015,2015/06/16 04:00:00+00,715,7,BAYVIEW AVE,SUTHERLAND DR,<Null>,Major Arterial,North York,15,53,43.698722,-79.372493,Intersection,At Intersection,Stop Sign,Rain,Dawn,Wet,Non-Fatal Injury,Turning Movement,Motorcycle Driver,30 to 34,Major,<Null>,West,Motorcycle,Turning Left,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D53,56,Leaside-Bennington (56),451
-8859593.77592098,5427391.7533737,80486629,5001169933,2015,2015/07/10 04:00:00+00,2325,23,KIPLING AVE,BEACONHILL RD,30 m South of,Major Arterial,Etobicoke York,1,23,43.753611,-79.587085,Intersection,Non Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,None,<Null>,North,"Automobile, Station Wagon",Changing Lanes,Lost control,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D23,2,Mount Olive-Silverstone-Jamestown (2),452
-8859593.77592098,5427391.7533737,80486630,5001169933,2015,2015/07/10 04:00:00+00,2325,23,KIPLING AVE,BEACONHILL RD,30 m South of,Major Arterial,Etobicoke York,1,23,43.753611,-79.587085,Intersection,Non Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,50 to 54,None,<Null>,North,Municipal Transit Bus (TTC),Slowing or Stopping,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D23,2,Mount Olive-Silverstone-Jamestown (2),453
-8859593.77592098,5427391.7533737,80486631,5001169933,2015,2015/07/10 04:00:00+00,2325,23,KIPLING AVE,BEACONHILL RD,30 m South of,Major Arterial,Etobicoke York,1,23,43.753611,-79.587085,Intersection,Non Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Passenger,50 to 54,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D23,2,Mount Olive-Silverstone-Jamestown (2),454
-8854129.43607641,5409670.74869748,80248345,5001444151,2015,2015/08/22 04:00:00+00,730,7,DUNDAS ST W,AUKLAND RD,<Null>,Major Arterial,Etobicoke York,3,22,43.638514,-79.537998,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,<Null>,South,Municipal Transit Bus (TTC),Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D22,14,Islington-City Centre West (14),455
-8854129.43607641,5409670.74869748,80248346,5001444151,2015,2015/08/22 04:00:00+00,730,7,DUNDAS ST W,AUKLAND RD,<Null>,Major Arterial,Etobicoke York,3,22,43.638514,-79.537998,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,<Null>,North,<Null>,<Null>,<Null>,<Null>,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D22,14,Islington-City Centre West (14),456
-8830552.85848232,5413617.02830589,80489505,5001612624,2015,2015/09/18 04:00:00+00,610,6,QUEEN ST E,HILTZ AVE,5 m West of,Minor Arterial,Toronto and East York,14,55,43.664164,-79.326206,Intersection,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Approaching,Motorcycle Driver,35 to 39,Fatal,43,East,Motorcycle,Going Ahead,Lost control,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D55,70,South Riverdale (70),457
-8830552.85848232,5413617.02830589,80489506,5001612624,2015,2015/09/18 04:00:00+00,610,6,QUEEN ST E,HILTZ AVE,5 m West of,Minor Arterial,Toronto and East York,14,55,43.664164,-79.326206,Intersection,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Approaching,Driver,30 to 34,None,<Null>,West,Street Car,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D55,70,South Riverdale (70),458
-8845869.08458159,5413536.70125011,80251560,5001667907,2015,2015/09/27 04:00:00+00,54,0,KEELE ST,ANNETTE ST,9 m South of,Major Arterial,Toronto and East York,4,11,43.663642,-79.463794,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,<Null>,South,Bicycle,Going Ahead,<Null>,<Null>,<Null>,<Null>,<Null>,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Normal,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D11,90,Junction Area (90),459
-8845869.08458159,5413536.70125011,80251561,5001667907,2015,2015/09/27 04:00:00+00,54,0,KEELE ST,ANNETTE ST,9 m South of,Major Arterial,Toronto and East York,4,11,43.663642,-79.463794,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,None,<Null>,South,Municipal Transit Bus (TTC),Turning Right,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D11,90,Junction Area (90),460
-8816600.51878426,5435339.43263774,80490055,5001722553,2015,2015/10/06 04:00:00+00,621,6,MORNINGSIDE AVE,SHEPPARD AVE E,358 m North of,Major Arterial,Scarborough,25,42,43.805159,-79.20087,Mid-Block,Non Intersection,No Control,Clear,"Dawn, artificial",Dry,Fatal,Rear End,Driver,50 to 54,Fatal,49,South,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,131,Rouge (131),461
-8816600.51878426,5435339.43263774,80490056,5001722553,2015,2015/10/06 04:00:00+00,621,6,MORNINGSIDE AVE,SHEPPARD AVE E,358 m North of,Major Arterial,Scarborough,25,42,43.805159,-79.20087,Mid-Block,Non Intersection,No Control,Clear,"Dawn, artificial",Dry,Fatal,Rear End,Driver,30 to 34,Minimal,<Null>,South,Municipal Transit Bus (TTC),Stopped,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D42,131,Rouge (131),462
-8842316.43435241,5419076.7503932,80252558,5001740132,2015,2015/10/08 04:00:00+00,2227,22,EGLINTON AVE W,MENIN RD,16 m West of,Major Arterial,North York,"8,12",13,43.699633,-79.43188,Intersection,Intersection Related,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,<Null>,West,Municipal Transit Bus (TTC),Going Ahead,Speed too Fast For Condition,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D13,106,Humewood-Cedarvale (106),463
-8842316.43435241,5419076.7503932,80252559,5001740132,2015,2015/10/08 04:00:00+00,2227,22,EGLINTON AVE W,MENIN RD,16 m West of,Major Arterial,North York,"8,12",13,43.699633,-79.43188,Intersection,Intersection Related,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,85 to 89,Major,<Null>,Unknown,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Normal,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D13,106,Humewood-Cedarvale (106),464
-8852316.93212732,5430759.90760398,80494463,5002098323,2015,2015/12/07 05:00:00+00,1905,19,STEELES AVE W,JANE ST,1 m East of,Major Arterial,Etobicoke York,7,31,43.775462,-79.521716,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,Driver,unknown,None,<Null>,West,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D31,27,York University Heights (27),465
-8852316.93212732,5430759.90760398,80494464,5002098323,2015,2015/12/07 05:00:00+00,1905,19,STEELES AVE W,JANE ST,1 m East of,Major Arterial,Etobicoke York,7,31,43.775462,-79.521716,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,Driver,35 to 39,None,<Null>,West,Intercity Bus,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D31,27,York University Heights (27),466
-8852316.93212732,5430759.90760398,80494465,5002098323,2015,2015/12/07 05:00:00+00,1905,19,STEELES AVE W,JANE ST,1 m East of,Major Arterial,Etobicoke York,7,31,43.775462,-79.521716,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Sideswipe,Passenger,65 to 69,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D31,27,York University Heights (27),467
-8840232.31084578,5410713.54117554,80631999,5002206137,2015,2015/12/25 05:00:00+00,819,8,QUEEN ST W,TRINITY DR,1 m East of,Major Arterial,Toronto and East York,10,14,43.645293,-79.413158,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,<Null>,East,Street Car,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D14,82,Niagara (82),468
-8840232.31084578,5410713.54117554,80632000,5002206137,2015,2015/12/25 05:00:00+00,819,8,QUEEN ST W,TRINITY DR,1 m East of,Major Arterial,Toronto and East York,10,14,43.645293,-79.413158,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,<Null>,South,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Other,Other,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D14,82,Niagara (82),469
-8841763.62176113,5413741.52123413,80500221,6000051992,2016,2016/01/09 05:00:00+00,1750,17,OSSINGTON AVE,PENDRITH ST,130 m South of,Minor Arterial,Toronto and East York,"9,11",14,43.664973,-79.426914,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Other,Driver,30 to 34,None,<Null>,South,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D14,93,Dovercourt-Wallace Emerson-Junction (93),470
-8841763.62176113,5413741.52123413,80500222,6000051992,2016,2016/01/09 05:00:00+00,1750,17,OSSINGTON AVE,PENDRITH ST,130 m South of,Minor Arterial,Toronto and East York,"9,11",14,43.664973,-79.426914,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Other,Passenger,80 to 84,Major,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D14,93,Dovercourt-Wallace Emerson-Junction (93),471
-8854360.42401981,5409299.2851839,80485259,6000164025,2016,2016/01/28 05:00:00+00,925,9,DUNDAS ST W,POPLAR AVE,<Null>,Major Arterial,Etobicoke York,3,22,43.636099,-79.540073,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,10,South,<Null>,<Null>,<Null>,<Null>,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing with right of way,Normal,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D22,14,Islington-City Centre West (14),472
-8854360.42401981,5409299.2851839,80485312,6000164025,2016,2016/01/28 05:00:00+00,925,9,DUNDAS ST W,POPLAR AVE,<Null>,Major Arterial,Etobicoke York,3,22,43.636099,-79.540073,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,30 to 34,None,<Null>,North,"Bus (Other) (Go Bus, Gray Coach)",Turning Left,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D22,14,Islington-City Centre West (14),473
-8843007.83970973,5410018.69203927,80498960,6000294353,2016,2016/02/18 05:00:00+00,2230,22,MACDONELL AVE,LN n QUEEEN E FULLER,1 m South of,Local,Toronto and East York,4,11,43.640776,-79.438091,Intersection,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Driver,30 to 34,None,<Null>,North,Municipal Transit Bus (TTC),Slowing or Stopping,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D11,86,Roncesvalles (86),474
-8843007.83970973,5410018.69203927,80498961,6000294353,2016,2016/02/18 05:00:00+00,2230,22,MACDONELL AVE,LN n QUEEEN E FULLER,1 m South of,Local,Toronto and East York,4,11,43.640776,-79.438091,Intersection,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,15,West,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D11,86,Roncesvalles (86),475
-8841611.55933671,5419284.77285557,80501993,6000408814,2016,2016/03/08 05:00:00+00,2106,21,EGLINTON AVE W,BATHURST ST,<Null>,Major Arterial,North York,"8,12","53,13",43.700984,-79.425548,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,<Null>,North,"Bus (Other) (Go Bus, Gray Coach)",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,102,Forest Hill North (102),476
-8841611.55933671,5419284.77285557,80501994,6000408814,2016,2016/03/08 05:00:00+00,2106,21,EGLINTON AVE W,BATHURST ST,<Null>,Major Arterial,North York,"8,12","53,13",43.700984,-79.425548,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,<Null>,West,<Null>,<Null>,<Null>,<Null>,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,102,Forest Hill North (102),477
-8843312.74379501,5418000.83633779,80632438,6000548674,2016,2016/03/31 04:00:00+00,2210,22,OAKWOOD AVE,VAUGHAN RD,2 m South of,Minor Arterial,Toronto and East York,12,13,43.692645,-79.44083,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Other,Driver,40 to 44,None,<Null>,North,Municipal Transit Bus (TTC),Pulling Away from Shoulder or Curb,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D13,107,Oakwood Village (107),478
