,LATITUDE,LONGITUDE,INVAGE,RDSFCOND,VISIBILITY,LIGHT,TRAFFCTL,DRIVACT,DRIVCOND,TIME
2489,43.711,-79.377,60 to 64,Loose Snow,Snow,Daylight,Traffic Signal,Lost control,Normal,1297.0
2490,43.711,-79.373,25 to 29,Dry,Clear,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,Unknown,1811.0
2491,43.711,-79.358,30 to 34,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1242.0
2492,43.711,-79.326,unknown,Dry,Clear,Daylight,No Control,Improper Lane Change,Unknown,1433.0
2493,43.711,-79.282,55 to 59,Wet,Rain,"Daylight, artificial",No Control,Lost control,Unknown,1040.0
2494,43.711,-79.27,55 to 59,Wet,Snow,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1041.0
2495,43.711,-79.269,45 to 49,Dry,Clear,Daylight,No Control,Lost control,"Ability Impaired, Alcohol Over .08",1630.0
2496,43.711,-79.252,10 to 14,Dry,Clear,Daylight,No Control,Other,Normal,1900.0
2497,43.711,-79.248,85 to 89,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,1527.0
2498,43.711,-79.246,55 to 59,Dry,Clear,Daylight,No Control,Lost control,Inattentive,1235.0
2499,43.712,-79.58,40 to 44,Dry,Clear,Daylight,No Control,Other,Inattentive,731.0
2500,43.712,-79.565,20 to 24,Dry,Clear,Dark,Stop Sign,Improper Turn,Normal,114.0
2501,43.712,-79.561,65 to 69,Dry,Clear,Daylight,No Control,Improper Turn,Normal,1537.0
2502,43.712,-79.428,40 to 44,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1840.0
2503,43.712,-79.411,15 to 19,Dry,Clear,Daylight,Traffic Signal,Following too Close,Normal,991.6666666666666
2504,43.712,-79.411,35 to 39,Dry,Clear,"Dark, artificial",No Control,Lost control,Inattentive,991.6666666666666
2505,43.712,-79.411,55 to 59,Dry,Clear,Daylight,Traffic Signal,Lost control,Medical or Physical Disability,991.6666666666666
2506,43.712,-79.369,35 to 39,Dry,Clear,"Dusk, artificial",Traffic Signal,Disobeyed Traffic Control,Normal,1869.0
2507,43.712,-79.369,35 to 39,Ice,Snow,Dark,Traffic Signal,Improper Turn,Inattentive,1869.0
2508,43.712,-79.325,35 to 39,Dry,Clear,"Dark, artificial",No Control,Lost control,Inattentive,69.0
2509,43.712,-79.325,60 to 64,Wet,Rain,"Dark, artificial",No Control,Lost control,Inattentive,69.0
2510,43.712,-79.324,50 to 54,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,900.0
2511,43.712,-79.3,70 to 74,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,925.0
2512,43.712,-79.28,35 to 39,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1466.3333333333333
2513,43.712,-79.28,40 to 44,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1466.3333333333333
2514,43.712,-79.28,55 to 59,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1466.3333333333333
2515,43.712,-79.264,20 to 24,Wet,Clear,Daylight,No Control,Lost control,Unknown,1400.0
2516,43.713,-79.559,15 to 19,Wet,Rain,Daylight,Traffic Signal,Improper Turn,Normal,1318.0
2517,43.713,-79.559,30 to 34,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1318.0
2518,43.713,-79.559,50 to 54,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1318.0
2519,43.713,-79.554,40 to 44,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,2245.0
2520,43.713,-79.484,75 to 79,Dry,Clear,Daylight,No Control,Lost control,Medical or Physical Disability,752.0
2521,43.713,-79.458,65 to 69,Wet,Rain,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1427.0
2522,43.713,-79.457,65 to 69,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1124.0
2523,43.713,-79.457,70 to 74,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1124.0
2524,43.713,-79.411,50 to 54,Dry,Clear,Daylight,No Control,Improper Turn,Normal,843.0
2525,43.713,-79.407,15 to 19,Dry,Clear,Dark,No Control,Speed too Fast For Condition,Unknown,2315.0
2526,43.713,-79.392,50 to 54,Dry,Clear,Dark,Stop Sign,Failed to Yield Right of Way,Inattentive,1910.0
2527,43.713,-79.377,50 to 54,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,2035.0
2528,43.713,-79.367,45 to 49,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1297.5
2529,43.713,-79.367,80 to 84,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1297.5
2530,43.713,-79.364,20 to 24,Dry,Clear,Daylight,Traffic Signal,Lost control,Inattentive,1481.5
2531,43.713,-79.364,70 to 74,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1481.5
2532,43.713,-79.335,55 to 59,Dry,Clear,Daylight,No Control,Lost control,Medical or Physical Disability,1717.0
2533,43.713,-79.306,35 to 39,Dry,Clear,Daylight,No Control,Improper Turn,Inattentive,845.0
2534,43.713,-79.292,20 to 24,Dry,Clear,"Dark, artificial",No Control,Lost control,Unknown,115.0
2535,43.713,-79.272,25 to 29,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1414.0
2536,43.714,-79.585,25 to 29,Dry,Clear,Dark,No Control,Lost control,"Ability Impaired, Drugs",550.0
2537,43.714,-79.581,80 to 84,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1105.0
2538,43.714,-79.568,70 to 74,Dry,Clear,Daylight,No Control,Lost control,Unknown,1716.0
2539,43.714,-79.567,unknown,Wet,Rain,Daylight,No Control,Failed to Yield Right of Way,Unknown,640.0
2540,43.714,-79.554,70 to 74,Dry,Clear,Daylight,No Control,Lost control,Medical or Physical Disability,1403.0
2541,43.714,-79.536,65 to 69,Dry,Clear,Daylight,Traffic Signal,Wrong Way on One Way Road,Unknown,950.0
2542,43.714,-79.454,55 to 59,Dry,Clear,Dark,No Control,Other,"Ability Impaired, Alcohol Over .08",2320.0
2543,43.714,-79.445,25 to 29,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1455.0
2544,43.714,-79.428,25 to 29,Dry,Clear,Daylight,Stop Sign,Exceeding Speed Limit,Unknown,1820.0
2545,43.714,-79.362,50 to 54,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1819.0
2546,43.714,-79.359,35 to 39,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Unknown,1604.0
2547,43.714,-79.359,45 to 49,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1604.0
2548,43.714,-79.336,15 to 19,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,1601.0
2549,43.714,-79.335,45 to 49,Dry,Clear,"Dark, artificial",No Control,Failed to Yield Right of Way,Inattentive,1707.0
2550,43.714,-79.335,45 to 49,Dry,Clear,Daylight,No Control,Following too Close,Normal,1707.0
2551,43.714,-79.334,unknown,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,1836.0
2552,43.714,-79.325,15 to 19,Wet,Clear,"Dark, artificial",No Control,Lost control,Unknown,518.0
2553,43.714,-79.305,35 to 39,Dry,Clear,Daylight,No Control,Improper Turn,Normal,1725.0
2554,43.714,-79.271,unknown,Wet,Rain,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Unknown,2204.0
2555,43.714,-79.26,unknown,Wet,Clear,Dark,Traffic Signal,Improper Turn,Inattentive,1952.0
2556,43.714,-79.238,unknown,Dry,Clear,Daylight,No Control,Improper Passing,Unknown,1340.0
2557,43.714,-79.231,35 to 39,Dry,Clear,Daylight,No Control,Lost control,Medical or Physical Disability,1104.0
2558,43.715,-79.575,20 to 24,Dry,Clear,Daylight,No Control,Exceeding Speed Limit,Normal,735.0
2559,43.715,-79.575,55 to 59,Dry,Clear,Daylight,No Control,Improper Turn,Unknown,735.0
2560,43.715,-79.531,35 to 39,Dry,Clear,Dark,Stop Sign,Failed to Yield Right of Way,Normal,710.0
2561,43.715,-79.507,35 to 39,Wet,Snow,Dark,No Control,Failed to Yield Right of Way,Inattentive,1480.5
2562,43.715,-79.507,55 to 59,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1480.5
2563,43.715,-79.479,85 to 89,Dry,Clear,Daylight,No Control,Lost control,Normal,1136.0
2564,43.715,-79.467,unknown,Dry,Clear,Daylight,Stop Sign,Other,Unknown,1105.0
2565,43.715,-79.448,50 to 54,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,1817.0
2566,43.715,-79.447,35 to 39,Dry,Clear,Daylight,No Control,Other,Inattentive,1815.0
2567,43.715,-79.446,20 to 24,Dry,Clear,Daylight,Traffic Signal,Following too Close,Inattentive,1188.5
2568,43.715,-79.446,30 to 34,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1188.5
2569,43.715,-79.444,65 to 69,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Inattentive,1840.0
2570,43.715,-79.444,65 to 69,Dry,Clear,"Dusk, artificial",Yield Sign,Failed to Yield Right of Way,Normal,1840.0
2571,43.715,-79.444,unknown,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Unknown,1840.0
2572,43.715,-79.431,65 to 69,Wet,Rain,Daylight,Stop Sign,Failed to Yield Right of Way,Other,720.0
2573,43.715,-79.357,50 to 54,Dry,Clear,"Dark, artificial",No Control,Lost control,Unknown,2153.0
2574,43.715,-79.353,45 to 49,Dry,Clear,Daylight,No Control,Improper Passing,Inattentive,1629.0
2575,43.715,-79.325,30 to 34,Dry,Clear,Dark,No Control,Exceeding Speed Limit,Had Been Drinking,300.0
2576,43.715,-79.301,35 to 39,Dry,Clear,Dark,Stop Sign,Following too Close,Inattentive,2118.0
2577,43.715,-79.298,15 to 19,Dry,Clear,Dark,No Control,Lost control,Unknown,839.3333333333334
2578,43.715,-79.298,15 to 19,Other,Clear,Daylight,No Control,<Null>,<Null>,839.3333333333334
2579,43.715,-79.298,unknown,Other,Clear,Daylight,No Control,<Null>,<Null>,839.3333333333334
2580,43.715,-79.267,55 to 59,Dry,Clear,Daylight,No Control,Following too Close,Inattentive,900.0
2581,43.715,-79.266,55 to 59,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1305.0
2582,43.715,-79.265,unknown,Dry,Clear,Daylight,No Control,Speed too Fast For Condition,Other,1528.0
2583,43.715,-79.26,unknown,Dry,Clear,"Dark, artificial",No Control,Other,Unknown,303.0
2584,43.716,-79.558,70 to 74,Wet,Rain,Daylight,No Control,Lost control,"Ability Impaired, Alcohol Over .08",1010.0
2585,43.716,-79.555,50 to 54,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Inattentive,1186.3333333333333
2586,43.716,-79.555,50 to 54,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,1186.3333333333333
2587,43.716,-79.555,50 to 54,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1186.3333333333333
2588,43.716,-79.553,15 to 19,Dry,Clear,Dark,No Control,Exceeding Speed Limit,Had Been Drinking,212.0
2589,43.716,-79.537,40 to 44,Dry,Clear,"Dark, artificial",Traffic Signal,Following too Close,"Ability Impaired, Alcohol Over .08",2330.0
2590,43.716,-79.443,20 to 24,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1163.6666666666667
2591,43.716,-79.443,30 to 34,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,1163.6666666666667
2592,43.716,-79.443,35 to 39,Wet,Rain,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1163.6666666666667
2593,43.716,-79.429,20 to 24,Dry,Clear,"Dark, artificial",No Control,Lost control,"Ability Impaired, Alcohol",2035.0
2594,43.716,-79.413,45 to 49,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Unknown,1620.0
2595,43.716,-79.393,15 to 19,Dry,Clear,Dark,No Control,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08",1144.0
2596,43.716,-79.393,50 to 54,Dry,Clear,"Dark, artificial",No Control,Lost control,"Ability Impaired, Alcohol",1144.0
2597,43.716,-79.337,40 to 44,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,1400.0
2598,43.716,-79.299,20 to 24,Dry,Clear,Dawn,Traffic Signal,Lost control,Fatigue,643.0
2599,43.716,-79.282,35 to 39,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,1369.2
2600,43.716,-79.282,35 to 39,Wet,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Inattentive,1369.2
2601,43.716,-79.282,55 to 59,Wet,Rain,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1369.2
2602,43.716,-79.282,75 to 79,Dry,Clear,Daylight,No Control,Improper Turn,Normal,1369.2
2603,43.716,-79.282,75 to 79,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1369.2
2604,43.716,-79.261,65 to 69,Dry,Clear,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,Unknown,1245.25
2605,43.716,-79.261,unknown,Dry,Clear,"Dark, artificial",Traffic Signal,Other,Unknown,1245.25
2606,43.716,-79.261,unknown,Dry,Clear,Daylight,No Control,<Null>,<Null>,1245.25
2607,43.716,-79.261,unknown,Loose Snow,Snow,Daylight,Traffic Signal,<Null>,<Null>,1245.25
2608,43.716,-79.259,45 to 49,Dry,Clear,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,Inattentive,1180.0
2609,43.716,-79.259,45 to 49,Wet,Rain,Dark,Traffic Signal,Failed to Yield Right of Way,Normal,1180.0
2610,43.716,-79.259,55 to 59,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Normal,1180.0
2611,43.716,-79.259,60 to 64,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Unknown,1180.0
2612,43.716,-79.259,unknown,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Unknown,1180.0
2613,43.717,-79.603,40 to 44,Wet,Rain,Daylight,No Control,Improper Turn,Normal,1723.0
2614,43.717,-79.595,35 to 39,Dry,Clear,"Dusk, artificial",Traffic Signal,Lost control,Unknown,56.5
2615,43.717,-79.595,55 to 59,Dry,Clear,"Dark, artificial",Traffic Signal,Speed too Fast For Condition,Unknown,56.5
2616,43.717,-79.582,25 to 29,Dry,Clear,Dark,No Control,Improper Passing,Inattentive,252.5
2617,43.717,-79.582,60 to 64,Dry,Clear,"Dark, artificial",No Control,Speed too Fast For Condition,Inattentive,252.5
2618,43.717,-79.58,30 to 34,Dry,Clear,Daylight,No Control,Lost control,Inattentive,750.0
2619,43.717,-79.558,25 to 29,Wet,Clear,Dark,No Control,Other,Normal,1754.0
2620,43.717,-79.538,30 to 34,Dry,Clear,Daylight,No Control,Lost control,Medical or Physical Disability,648.0
2621,43.717,-79.537,60 to 64,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,643.0
2622,43.717,-79.524,75 to 79,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1473.0
2623,43.717,-79.524,75 to 79,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1473.0
2624,43.717,-79.524,unknown,Dry,Clear,Dusk,No Control,Failed to Yield Right of Way,Unknown,1473.0
2625,43.717,-79.507,30 to 34,Dry,Clear,Dark,No Control,Lost control,Fatigue,351.0
2626,43.717,-79.448,65 to 69,Dry,Clear,"Dark, artificial",Stop Sign,Failed to Yield Right of Way,Normal,1015.0
2627,43.717,-79.437,70 to 74,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Normal,2210.0
2628,43.717,-79.414,45 to 49,Wet,Rain,Daylight,No Control,Lost control,Normal,1538.0
2629,43.717,-79.413,50 to 54,Dry,Clear,Daylight,No Control,Lost control,Normal,1158.0
2630,43.717,-79.393,25 to 29,Dry,Clear,Daylight,No Control,Speed too Fast For Condition,Normal,852.0
2631,43.717,-79.334,40 to 44,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1339.0
2632,43.717,-79.299,65 to 69,Dry,Clear,Daylight,No Control,Lost control,Inattentive,900.0
2633,43.717,-79.294,unknown,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Unknown,1453.0
2634,43.718,-79.602,30 to 34,Dry,Clear,Dark,No Control,Lost control,Normal,2308.0
2635,43.718,-79.602,unknown,Dry,Clear,Dark,No Control,Improper Lane Change,Unknown,2308.0
2636,43.718,-79.568,35 to 39,Wet,Rain,Daylight,No Control,Failed to Yield Right of Way,Normal,815.0
2637,43.718,-79.541,25 to 29,Wet,Rain,Daylight,No Control,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08",627.0
2638,43.718,-79.537,30 to 34,Dry,Clear,Daylight,No Control,Improper Lane Change,Normal,635.0
2639,43.718,-79.537,30 to 34,Wet,"Fog, Mist, Smoke, Dust",Dark,No Control,Speed too Fast For Condition,Had Been Drinking,635.0
2640,43.718,-79.521,55 to 59,Wet,Clear,Dark,No Control,Exceeding Speed Limit,Had Been Drinking,545.0
2641,43.718,-79.517,25 to 29,Dry,Clear,Daylight,No Control,Lost control,Inattentive,1017.0
2642,43.718,-79.445,30 to 34,Dry,Clear,Daylight,No Control,Following too Close,Normal,1646.0
2643,43.718,-79.432,20 to 24,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1807.75
2644,43.718,-79.432,20 to 24,Wet,Clear,Dark,Traffic Signal,Improper Turn,Normal,1807.75
2645,43.718,-79.432,45 to 49,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,1807.75
2646,43.718,-79.432,70 to 74,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,1807.75
2647,43.718,-79.429,55 to 59,Dry,Clear,Daylight,No Control,Lost control,Unknown,1049.0
2648,43.718,-79.429,60 to 64,Dry,Clear,"Dawn, artificial",No Control,Failed to Yield Right of Way,Inattentive,1049.0
2649,43.718,-79.35,55 to 59,Dry,Clear,Dark,Stop Sign,Improper Turn,Had Been Drinking,1786.0
2650,43.718,-79.35,85 to 89,Dry,Clear,Daylight,Stop Sign,Improper Turn,Inattentive,1786.0
2651,43.718,-79.331,25 to 29,Wet,Rain,Dark,Traffic Signal,Failed to Yield Right of Way,Normal,1621.5
2652,43.718,-79.331,45 to 49,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,1621.5
2653,43.718,-79.327,20 to 24,Dry,Clear,Daylight,No Control,Exceeding Speed Limit,Unknown,2030.0
2654,43.718,-79.308,50 to 54,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1455.0
2655,43.718,-79.304,50 to 54,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,"Ability Impaired, Alcohol",1426.0
2656,43.718,-79.304,unknown,Dry,Clear,Daylight,No Control,Improper Turn,Unknown,1426.0
2657,43.718,-79.251,65 to 69,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,2047.0
2658,43.718,-79.24,55 to 59,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,1015.0
2659,43.719,-79.603,50 to 54,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1848.75
2660,43.719,-79.603,60 to 64,Dry,Clear,Daylight,No Control,Lost control,Medical or Physical Disability,1848.75
2661,43.719,-79.603,70 to 74,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Normal,1848.75
2662,43.719,-79.603,unknown,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Unknown,1848.75
2663,43.719,-79.515,60 to 64,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1558.0
2664,43.719,-79.513,25 to 29,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,756.0
2665,43.719,-79.508,25 to 29,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,1241.6666666666667
2666,43.719,-79.508,55 to 59,<Null>,<Null>,Daylight,Traffic Signal,Failed to Yield Right of Way,Unknown,1241.6666666666667
2667,43.719,-79.508,55 to 59,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1241.6666666666667
2668,43.719,-79.429,20 to 24,Wet,Rain,Dark,Traffic Signal,Failed to Yield Right of Way,Normal,1498.0
2669,43.719,-79.429,45 to 49,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1498.0
2670,43.719,-79.429,unknown,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Unknown,1498.0
2671,43.719,-79.425,30 to 34,Dry,Clear,Daylight,No Control,Lost control,Fatigue,1630.0
2672,43.719,-79.401,unknown,Dry,Clear,"Dark, artificial",Traffic Signal,<Null>,<Null>,314.0
2673,43.719,-79.3,60 to 64,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,1360.0
2674,43.719,-79.3,75 to 79,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1360.0
2675,43.719,-79.284,15 to 19,Dry,Clear,Daylight,No Control,Lost control,Inattentive,1730.5
2676,43.719,-79.284,25 to 29,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,"Ability Impaired, Alcohol",1730.5
2677,43.719,-79.247,35 to 39,Dry,Clear,Daylight,Stop Sign,Improper Turn,Normal,723.5
2678,43.719,-79.247,unknown,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Unknown,723.5
2679,43.719,-79.239,20 to 24,Packed Snow,Snow,Dark,No Control,Lost control,Unknown,216.0
2680,43.72,-79.611,25 to 29,Dry,Clear,Daylight,No Control,Lost control,Unknown,1829.0
2681,43.72,-79.609,unknown,Dry,Clear,Daylight,No Control,Improper Passing,Unknown,1030.0
2682,43.72,-79.509,unknown,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1416.0
2683,43.72,-79.508,30 to 34,Dry,Clear,Daylight,Traffic Signal,Other,Normal,1042.0
2684,43.72,-79.508,45 to 49,Wet,Rain,Daylight,Traffic Signal,Improper Turn,Inattentive,1042.0
2685,43.72,-79.508,55 to 59,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1042.0
2686,43.72,-79.508,65 to 69,Dry,Clear,Dawn,Traffic Signal,Failed to Yield Right of Way,Normal,1042.0
2687,43.72,-79.508,75 to 79,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1042.0
2688,43.72,-79.5,15 to 19,Wet,Rain,"Dark, artificial",No Control,Lost control,Inattentive,2311.0
2689,43.72,-79.433,25 to 29,Slush,Snow,Daylight,Stop Sign,Improper Turn,Unknown,1011.0
2690,43.72,-79.338,60 to 64,Dry,Clear,"Dark, artificial",Traffic Signal,Lost control,Medical or Physical Disability,1283.5
2691,43.72,-79.338,60 to 64,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1283.5
2692,43.72,-79.338,80 to 84,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1283.5
2693,43.72,-79.338,80 to 84,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,1283.5
2694,43.72,-79.243,30 to 34,Dry,Clear,Daylight,No Control,Lost control,"Ability Impaired, Drugs",1055.0
2695,43.72,-79.242,25 to 29,Other,Clear,Dark,No Control,Lost control,Inattentive,1947.0
2696,43.72,-79.241,40 to 44,Wet,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1221.0
2697,43.72,-79.241,60 to 64,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Inattentive,1221.0
2698,43.72,-79.238,45 to 49,Wet,Rain,Dark,No Control,Other,Unknown,2209.0
2699,43.72,-79.238,70 to 74,Wet,Rain,Dark,No Control,Other,Unknown,2209.0
2700,43.721,-79.558,20 to 24,Dry,Clear,Dark,Pedestrian Crossover,Failed to Yield Right of Way,Normal,1828.0
2701,43.721,-79.545,20 to 24,Dry,Clear,"Daylight, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,1833.3333333333333
2702,43.721,-79.545,20 to 24,Wet,Rain,Dark,Traffic Signal,Other,Normal,1833.3333333333333
2703,43.721,-79.545,65 to 69,Wet,Rain,Dark,Traffic Signal,Other,Normal,1833.3333333333333
2704,43.721,-79.537,65 to 69,Dry,Clear,Daylight,No Control,Lost control,Medical or Physical Disability,1720.0
2705,43.721,-79.48,60 to 64,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1815.0
2706,43.721,-79.456,35 to 39,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,1964.0
2707,43.721,-79.456,45 to 49,Wet,Rain,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1964.0
2708,43.721,-79.418,60 to 64,Dry,Clear,Daylight,No Control,Lost control,Other,1700.0
2709,43.721,-79.301,45 to 49,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Unknown,1945.0
2710,43.721,-79.284,35 to 39,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Unknown,1531.6666666666667
2711,43.721,-79.284,45 to 49,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1531.6666666666667
2712,43.721,-79.284,70 to 74,Dry,Clear,Daylight,Traffic Signal,Lost control,Medical or Physical Disability,1531.6666666666667
2713,43.721,-79.274,15 to 19,Dry,Clear,Daylight,Traffic Signal,Exceeding Speed Limit,Unknown,1555.0
2714,43.721,-79.274,70 to 74,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,1555.0
2715,43.721,-79.236,35 to 39,Dry,Clear,Daylight,Traffic Signal,Speed too Fast For Condition,Inattentive,1345.0
2716,43.722,-79.62,25 to 29,Dry,Clear,Daylight,Stop Sign,Disobeyed Traffic Control,Normal,1643.0
2717,43.722,-79.598,20 to 24,Dry,Clear,Dark,Traffic Signal,Following too Close,Normal,2110.0
2718,43.722,-79.598,60 to 64,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Normal,2110.0
2719,43.722,-79.514,65 to 69,Wet,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,820.0
2720,43.722,-79.508,60 to 64,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1413.0
2721,43.722,-79.499,75 to 79,Dry,Clear,Daylight,No Control,Improper Turn,Inattentive,1432.0
2722,43.722,-79.499,85 to 89,Dry,Clear,Daylight,No Control,Following too Close,Inattentive,1432.0
2723,43.722,-79.469,30 to 34,Wet,Snow,Daylight,No Control,Speed too Fast For Condition,Inattentive,1405.0
2724,43.722,-79.456,unknown,Wet,Clear,Dark,No Control,<Null>,<Null>,628.0
2725,43.722,-79.415,35 to 39,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1448.0
2726,43.722,-79.415,40 to 44,Dry,Clear,Dark,Traffic Controller,Lost control,Medical or Physical Disability,1448.0
2727,43.722,-79.415,45 to 49,Dry,Rain,Dark,No Control,Lost control,Unknown,1448.0
2728,43.722,-79.415,45 to 49,Packed Snow,Snow,Dark,Traffic Signal,Disobeyed Traffic Control,Normal,1448.0
